,Municipio,Departamento,Entidad,País,Fundación,Erección,Superficie (km²),Altitud Media (m.s.n.m),Población Total (hab),Pobl. Urbana (hab),Densidad (hab/km²),Coordenadas,Clima,Gentilicio,Alcalde,Código Postal,Huso horario
390,Yondó,Antioquia,Municipio,Colombia,1845-04-23 00:00:00,1978-11-23 00:00:00,1881.0,75.0,18613.0,9391.0,9.9,7°00′22″N  73°54′32″O,,"Yondosino, -a",Fabián Antonio Echavarria Rangel,53410,UTC  -5
391,Ricaurte,Nariño,Municipio,Colombia,1880-03-08 00:00:00,1890-08-04 00:00:00,2422.0,1810.0,18666.0,2504.0,15.41,1°12′39″N  77°59′36″O,22 °C (promedio),"Ricaurteño, -a",Eder Burgos,525030,UTC  -5
392,Guachené,Cauca,Municipio,Colombia,1870,2006-12-19 00:00:00,392.21,852.0,19815.0,5067.0,,3°08′01″N  76°23′33″O,,"Guacheneceño, -a",,0,UTC  -5
393,Samaná,Caldas,Municipio,Colombia,1884-08-28 00:00:00,1896-06-19 00:00:00,804.0,1460.0,27977.0,7982.0,33.9,5°24′47″N  74°59′34″O,,"Samaneño, -a",Alfredo Odacid Valencia Dovale,174001,UTC  -5
394,Sandoná,Nariño,Municipio,Colombia,,1866-11-24 00:00:00,101.0,1848.0,25200.0,11200.0,249.7,1°17′05″N  77°28′16″O,,"Sandoneño, -a",María Fernanda Hidalgo,522520,UTC  -5
395,Pensilvania,Caldas,Municipio,Colombia,1866-02-03 00:00:00,1872-12-18 00:00:00,530.0,2050.0,26361.0,8405.0,49.7,5°23′02″N  75°09′40″O,,Pensilvense,Jorge orlando García,173060,UTC  -5
396,Donmatías,Antioquia,Municipio,Colombia,1787,1814,181.0,2200.0,28500.0,12081.0,,6°29′09″N  75°23′43″O,,"Donmatieño, -a Donmatiense",N/T,0,UTC  -5
397,Pailitas,Cesar,Municipio,Colombia,1941-03-04 00:00:00,,512.5,77.0,22083.0,17058.0,43.13,8°57′35″N  73°37′30″O,,Pailitense,Carlos Javier Toro,204001,UTC  -5
398,Convención,Norte de Santander,Municipio,Colombia,1829-11-06 00:00:00,1829-11-25 00:00:00,829.0,1076.0,13569.0,5173.0,,8°28′05″N  73°20′13″O,,Convencionista,Dimar Barbosa Riobó,547050,UTC  -5
399,Cotorra,Córdoba,Municipio,Colombia,1900,1997-04-18 00:00:00,89.84,130.0,15447.0,4002.0,,9°02′20″N  75°47′36″O,,Cotorrense,El Guillo Llorente,230501,UTC  -5
400,Polonuevo,Atlántico,Municipio,Colombia,1758-07-18 00:00:00,1844,72.0,80.0,15280.0,12542.0,266.49,10°46′38″N  74°51′10″O,,"Polonuevero, -a",Edgardo Rafael Martes Pedroza,82040,UTC  -5
401,Coveñas,Sucre,Municipio,Colombia,1560,2002,74.0,1.0,13530.0,3812.0,152.3,9°24′05″N  75°40′48″O,,"Coveñero, -a",Rafael Ospina Toscano,706050,UTC  -5
402,El Carmen del Darién,Chocó,Municipio,Colombia,1913,2000-09-22 00:00:00,4700.0,7.0,5462.0,1321.0,0.89,7°09′28″N  76°58′15″O,,Darienense,Pedro José Mena Maquilon,547070,UTC  -5
403,San Miguel,Putumayo,Municipio,Colombia,,1994-04-29 00:00:00,570.8,380.0,26551.0,5811.0,80.96,0°20′37″N  76°54′39″O,,Sanmiguelense,Beyer Peña Gamba,681551,UTC  -5
404,Salamina,Caldas,Municipio,Colombia,1825-06-08 00:00:00,1827,403.54,1822.0,16635.0,10011.0,39.42,5°24′29″N  75°29′16″O,,"Salamineño, -a",Juan Pablo Ospina Rosas,477040,UTC  -5
405,Gachancipá,Cundinamarca,Municipio,Colombia,1612-09-05 00:00:00,1873,44.0,2568.0,14442.0,8365.0,328.23,4°59′27″N  73°52′23″O,,"Gachancipeño, -a",Karen León Aroca,251020,UTC  -5
406,Guachucal,Nariño,Municipio,Colombia,1535-12-07 00:00:00,,170.0,3180.0,15652.0,3012.0,,0°57′37″N  77°43′55″O,,Guachucalense,Fernando Arturo Malte lópez.,524580,UTC  -5
407,Los Córdobas,Córdoba,Municipio,Colombia,1650-08-16 00:00:00,1963-06-06 00:00:00,430.0,40.0,23760.0,4612.0,,8°53′43″N  76°21′17″O,,"Cordobero, -a",Juan Carlos Yances Padilla,235020,UTC  -5
408,San Juan De El Doncello,Caquetá,Municipio,Colombia,1951-04-04 00:00:00,,1043.0,5.0,22137.0,14410.0,,1°40′48″N  75°17′06″O,,Doncellence,Gerson Enrique Gaviria Cuestas,181010,UTC  -5
409,San Pedro,Sucre,Municipio,Colombia,1684,1939-05-13 00:00:00,222.0,120.0,24243.0,11243.0,24.27,9°23′44″N  75°03′47″O,,Sampedrense,,763030,UTC  -5
410,Simití,Bolívar,Municipio,Colombia,1537-04-01 00:00:00,,1238.0,45.0,20271.0,9853.0,15.07,7°57′23″N  73°56′46″O,,"Simiteño, -a",Orlando Gómez solera,135020,UTC  -5
411,San Estanislao,Bolívar,Municipio,Colombia,1650-11-13 00:00:00,,216.0,160.0,16257.0,11961.0,78.16,10°23′52″N  75°09′05″O,,Sanestanislaense,Rafael de Jesús Valle Ramos,130540,UTC  -5
412,Ataco,Tolima,Municipio,Colombia,1778-01-01 00:00:00,1887-10-13 00:00:00,996.82,446.0,22513.0,5189.0,22.89,3°35′23″N  75°22′56″O,,Atacuno,Miller Aldana,735050,UTC  -5
413,Anorí,Antioquia,Municipio,Colombia,1808-02-18 00:00:00,1822-12-09 00:00:00,1430.0,1535.0,18321.0,7634.0,11.5,7°04′25″N  75°08′49″O,,"Anoriceño, -a Anoricense",Juan Camilo Piedrahíta Ceballos,52850,UTC  -5
414,Tiquisio,Bolívar,Municipio,Colombia,,2004-12-27 00:00:00,758.0,300.0,22041.0,6042.0,29.08,8°33′28″N  74°15′50″O,,"Tiquisiano, -a",Karen Melissa Contreras Acuña,134040,UTC  -5
415,Trujillo,Valle del Cauca,Municipio,Colombia,1922-09-21 00:00:00,1930-05-03 00:00:00,221.0,1260.0,18142.0,8193.0,82.09,4°12′41″N  76°19′13″O,,Trujillense,Diego Fernando Guerrero Quiceno,761020,UTC  -5
416,Puerto Triunfo,Antioquia,Municipio,Colombia,1882,1977-01-01 00:00:00,361.0,150.0,18055.0,2925.0,,5°52′22″N  74°38′23″O,,"Porteño, -a",Javier Guerra Castillo,53440,UTC  -5
417,López de Micay,Cauca,Municipio,Colombia,1910-11-01 00:00:00,1911,3241.0,130.0,12950.0,5067.0,,2°50′47″N  77°14′50″O,,"Micayseño, -a",,196060,UTC  -5
418,Chinácota,Norte de Santander,Municipio,Colombia,,,166.64,1175.0,16348.0,11086.0,,7°36′25″N  72°36′02″O,,Chitarero,José Luis Duarte Contreras,541070,UTC  -5
419,Tubará,Atlántico,Municipio,Colombia,1533,1833,176.0,203.0,11027.0,6523.0,60.24,10°52′27″N  74°58′43″O,,"Tubareño, -a",José Del Tránsito Coll Cervantes,81020,UTC  -5
420,Samacá,Boyacá,Municipio,Colombia,1556-01-01 00:00:00,,160.0,2765.0,19907.0,5908.0,129.79,5°29′31″N  73°29′12″O,,Samaquense,Luis Alberto Aponte Gomez,153660,UTC  -5
421,Suesca Pueblo del ave,Cundinamarca,Municipio,Colombia,1537-03-14 00:00:00,1779,177.0,2584.0,17318.0,8567.0,97.84,5°06′06″N  73°47′53″O,,"Suescano, -a",Javiel Constanzo Costura Sintura,251040,UTC  -5
422,Restrepo,Meta,Municipio,Colombia,1906-06-22 00:00:00,1912-09-23 00:00:00,434.0,570.0,10715.0,7663.0,37.08,4°15′42″N  73°33′51″O,,Restrepense,Marlen Mojica Garzon,760540,UTC  −5
423,La Cruz,Nariño,Municipio,Colombia,1535-02-11 00:00:00,1742-05-03 00:00:00,235.0,2370.0,18220.0,6609.0,,1°36′05″N  76°58′14″O,,"Cruceño, -a Chinchano",Luis Carlos Zambrano,521020,UTC  -5
424,La Vega,Cundinamarca,Municipio,Colombia,1605-06-12 00:00:00,1793-11-09 00:00:00,153.2,1230.0,14230.0,5270.0,92.89,4°59′57″N  74°20′28″O,,"Veguno, -a",Eduar Ricardo Matiz,253610,UTC  -5
425,Lérida,Tolima,Municipio,Colombia,1777-06-26 00:00:00,1863-02-21 00:00:00,269.6,366.0,17584.0,14309.0,65.22,4°51′36″N  74°54′47″O,,Leridense,Marco Antonio Ospina Velandia,731020,UTC  -5
426,Guaranda,Sucre,Municipio,Colombia,1872-08-03 00:00:00,1984-10-31 00:00:00,370.3,20.0,17422.0,6576.0,47.05,8°28′02″N  74°32′12″O,,"Guarandero, -a",Robiro Gustavo Diaz Tovar,703070,UTC  -5
427,Jambaló,Cauca,Municipio  y  resguardo indígena,Colombia,1770-08-23 00:00:00,1904-07-12 00:00:00,254.0,2507.4,17841.0,1895.0,0.07,2°46′35″N  76°19′26″O,,"Jambalueño, -a",James Eduardo Medina Cruz,192020,UTC  −5
428,El Paujil,Caquetá,Municipio,Colombia,1955-11-24 00:00:00,,1338.12,486.0,20224.0,10578.0,,1°34′10″N  75°19′35″O,,"Paujileño, -a",Liliana Cuellar Floriano,181030,UTC  -5
429,La Gloria,Cesar,Municipio,Colombia,1800-12-08 00:00:00,1888-07-24 00:00:00,1665.0,50.0,12938.0,6248.0,,8°37′07″N  73°48′09″O,,"Gloriero, -a",Jorge Eliecer Toro Rodríguez,204060,UTC  -5
430,Cajamarca,Tolima,Municipio,Colombia,1913-03-27 00:00:00,1932,520.0,1814.0,19656.0,9968.0,37.8,4°26′12″N  75°25′40″O,,"Cajamarcuno, -a",Julio Roberto Vargas Malagon,732501,UTC  -5
431,Villapinzón,Cundinamarca,Municipio,Colombia,1776-10-14 00:00:00,1844,249.0,2715.0,19742.0,6526.0,84.53,5°12′57″N  73°35′48″O,,Villapinzonense,Nelson Javier Torres Romero,250810,UTC  -5
432,San Lorenzo,Nariño,Municipio,Colombia,1810,1886-01-19 00:00:00,249.0,2150.0,19849.0,2772.0,81.94,1°30′14″N  77°13′04″O,,"Lorenceño, -a",Olmedo Castillo Gaviria,521540,UTC  -5
433,Garagoa,Boyacá,Municipio,Colombia,1556,,191.75,1685.0,16944.0,13654.0,88.37,5°04′56″N  73°21′50″O,,Garagoense,Fabio Augusto Arevalo,152860,UTC  -5
434,Guadalupe,Huila,Municipio,Colombia,1715-12-12 00:00:00,1828-08-26 00:00:00,256.8,940.0,21271.0,5130.0,,2°01′30″N  75°45′23″O,,"Guadalupano, -a",Charles Barrera Zuñiga,683051,UTC  -5
435,Calima El Darién,Valle del Cauca,Municipio,Colombia,1907-08-01 00:00:00,1939,1154.0,1485.0,18454.0,11449.0,,3°55′52″N  76°29′11″O,,Darienita,Martín Alfonso Mejía Londoño,760530,UTC  -5
436,Salgar,Antioquia,Municipio,Colombia,1880-03-29 00:00:00,1903,423.0,1250.0,18258.0,6718.0,42.59,5°57′50″N  75°58′39″O,,"Salgareño, -a Salgüenses",Carlos Andrés Londoño Velez,56470,UTC  -5
437,Almaguer,Cauca,Municipio,Colombia,1551-08-19 00:00:00,,320.0,2312.0,21243.0,1608.0,,1°54′47″N  76°51′22″O,,"Almaguereño, -a",Inti Wayna Chicangana,194080,UTC  -5
438,Monterrey,Casanare,Municipio,Colombia,1953-09-06 00:00:00,1960,879.0,481.0,14831.0,12515.0,,4°52′34″N  72°53′47″O,,"Regiomontuno, -a",Carlos Iván Díaz Solano,855010,UTC  -5
439,Cáqueza,Cundinamarca,Municipio,Colombia,1600-10-23 00:00:00,1810-09-06 00:00:00,120.0,1746.0,17048.0,7297.0,448.63,4°24′19″N  73°56′52″O,,"Caqueceño, -a",Jaime Hernando Carrillo,251820,UTC  -5
440,San José de Tadó,Chocó,Municipio,Colombia,1533-03-19 00:00:00,1857,878.0,75.0,18906.0,12266.0,18.66,5°15′48″N  76°33′36″O,,"Tadoseño, -a",,271070,UTC  -5
441,Chimá,Córdoba,Municipio,Colombia,1777-01-14 00:00:00,,15.0,15.0,13492.0,,,9°08′56″N  75°37′44″O,,Chimalero,Jose Gregorio Banda Hoyos 2020-2023,683001,UTC  -5
442,Taminango,Nariño,Municipio,Colombia,1704,1886-01-19 00:00:00,284.0,1465.0,20537.0,4980.0,77.41,1°34′12″N  77°16′50″O,,"Taminangueño, -a",Miller Urbano,521560,UTC  -5
443,Manzanares,Caldas,Municipio.,Colombia,1864,1879-07-01 00:00:00,209.7,1871.0,22781.0,10032.0,,5°15′07″N  75°09′25″O,,"Manzanareño, -a",Gerardo Augusto Osorio Duque,173020,UTC  -5
444,Río de Oro,César,Municipio,Colombia,1658-08-01 00:00:00,,613.3,1150.0,14041.0,6133.0,22.89,8°17′30″N  73°23′14″O,,Riodorense,José Helí Santana Rincón,205040,UTC  -5
445,Tarqui,Huila,Municipio,Colombia,1778-07-19 00:00:00,,308.0,796.0,17601.0,5036.0,50.72,2°06′38″N  75°49′23″O,,"Tarqueño, -a",Dora Liliana Trujillo Pava  2020-2023,416001,UTC  -5
446,Teorama,Norte de Santander,Municipio,Colombia,1779,1817-05-15 00:00:00,852.0,1160.0,21524.0,2702.0,27.44,8°26′07″N  73°17′11″O,,Teoramense,Robinson Salazar Benítez,547030,UTC  -5
447,Montecristo,Bolívar,Municipio,Colombia,1877,1994-12-09 00:00:00,1833.5,98.0,21229.0,11019.0,10.16,8°17′45″N  74°28′22″O,,"Montecristiano, -a",Jairo Hernández Buelvas,134070,UTC  -5
448,Purísima de la Concepción,Córdoba,Municipio,Colombia,1777-10-05 00:00:00,1934,132.0,7.0,17587.0,7172.0,,9°14′11″N  75°43′25″O,,"Purisimero, -a",Nestor Lemus Paternina,231540,UTC  -5
449,Puracé,Cauca,Municipio,Colombia,1840-12-01 00:00:00,1915,707.0,2850.0,15261.0,1706.0,,2°20′29″N  76°29′49″O,,"Puraceño, -a",Jairo Rolando Certuche Garcés,193001,UTC  -5
450,Maní,Casanare,Municipio,Colombia,1879-05-01 00:00:00,,3860.0,187.0,17624.0,11843.0,,4°49′05″N  72°16′52″O,,"Maniceño, -a",Jersson Esneyder Montoya Hoyos,854010,UTC  -5
451,Turbaná,Bolívar,Municipio,Colombia,1894-07-17 00:00:00,,159.35,80.0,17669.0,13225.0,119.39,10°16′22″N  75°26′38″O,,"Turbanero, -a",Ana Lucía Julio Guerrero,131010,UTC  -5
452,Ansermanuevo,Valle del Cauca,Municipio,Colombia,1539-08-15 00:00:00,,346.0,1035.0,29557.0,22192.0,,4°47′49″N  75°59′35″O,,Ansermense,Lina María Barco Rodríguez,762010,UTC  -5
453,Mistrató,Risaralda,Municipio,Colombia,1925-01-01 00:00:00,,570.7,1518.0,16177.0,4252.0,,5°17′52″N  75°52′58″O,,Mistratense,Jorge Mario Medina Galeano,664020,UTC  -5
454,Pupiales,Nariño,Municipio,Colombia,1536-01-29 00:00:00,1734,164.0,3014.0,19388.0,5971.0,,0°52′15″N  77°38′25″O,,"Pupialeño, -a",Ricardo Benavides Ayala.,524520,UTC  -5
455,San Pedro,Valle del Cauca,Municipio,Colombia,1795-02-19 00:00:00,1919,278.48,980.0,18128.0,7246.0,75.53,3°59′38″N  76°13′42″O,,"Sampedreño, -a",Jhon Jaime Ospina,763030,UTC  -5
456,Candelaria,Atlántico,Municipio,Colombia,1681,1860,143.0,8.0,12479.0,9575.0,87.94,10°27′33″N  74°52′50″O,,Candelariero o Caimanero-a,Gregorio de Jesús Brito Valencia,763570,UTC  -5
457,Santa Lucía,Atlántico,Municipio,Colombia,1874-03-23 00:00:00,1965-12-20 00:00:00,84.0,8.0,11584.0,11008.0,238.94,10°19′29″N  74°57′32″O,,Santalucense,,84080,UTC  -5
458,Villa de Leyva,Boyacá,Municipio,Colombia,1572-06-12 00:00:00,,128.0,2149.0,16984.0,9926.0,171.51,5°37′59″N  73°31′32″O,,"Villaleyvano, -a",Josué Javier Castellanos Morales,154001,UTC  -5
459,Guasca,Cundinamarca,Municipio,Colombia,1600-06-21 00:00:00,1778,346.0,2700.0,14759.0,5203.0,45.45,4°51′57″N  73°52′38″O,,"Guasqueño, -a",Omar Javier Cifuentes Romero,251210,UTC  -5
460,Vista Hermosa (Meta),Meta,Municipio,Colombia,1964-04-13 00:00:00,1969-11-29 00:00:00,4084.0,460.0,27235.0,8975.0,5.25,3°07′26″N  73°45′05″O,,"Vistahermoseño, -a",Jhon Jairo Ibarra Caicedo,0,UTC  -5
461,Algarrobo,Magdalena,Municipio,Colombia,1895-06-24 00:00:00,1999-06-24 00:00:00,403.15,24.0,12576.0,8376.0,,10°11′19″N  74°03′36″O,,"Algarrobero, -a",Licet Belén Prieto Montejo,472040,UTC  -5
462,Subachoque,Cundinamarca,Municipio,Colombia,1774-03-16 00:00:00,,212.0,2663.0,16117.0,6061.0,76.02,4°55′41″N  74°10′25″O,,"Subachoqueño, -a",Jairo Martínez Cruz,250220,UTC  -5
463,Sabanas de San Ángel,Magdalena,Municipio,Colombia,1750-10-02 00:00:00,1999-06-24 00:00:00,1195.82,75.0,16865.0,4165.0,17.26,10°01′57″N  74°12′56″O,,"Sanangelino, -a",Evis Amparo Meza Sagbini,475001,UTC  -5
464,Marsella,Risaralda,Municipio,Colombia,1860-07-18 00:00:00,1911,149.0,1575.0,23299.0,13348.0,,4°56′12″N  75°44′21″O,,Marsellés,Alberto Rivera Cifuentes,661040,UTC  -5
465,Puerto Salgar,Cundinamarca,Municipio,Colombia,1900,1935-08-14 00:00:00,521.0,177.0,18688.0,14070.0,,5°27′55″N  74°39′11″O,,"Salgareño, -a",Jaime Maldonado Mora,253480,UTC  -5
466,Nuquí,Chocó,Municipio,Colombia,1917-12-18 00:00:00,,956.0,5.0,8576.0,3753.0,,5°42′25″N  77°16′13″O,,"Nuquiseño, -a",Yefer Arley Gamboa Palacios 2021-2023  https://www.facebook.com/yefer.palacios,276050,UTC  -5
467,Tocaima,Cundinamarca,Municipio,Colombia,1544-03-20 00:00:00,,246.0,400.0,18387.0,10915.0,76.38,4°27′28″N  74°38′05″O,,Tocaimuno,Julián Mora Pineda,252840,UTC  -5
468,Aipe,Huila,Municipio,Colombia,1741-01-02 00:00:00,1912-04-08 00:00:00,801.04,350.0,29177.0,18501.0,36.42,3°13′19″N  75°14′15″O,,"Aipuno, -a",Octavio Conde Lasso,411001,UTC  -5
469,La Cumbre,Valle del Cauca,Municipio,Colombia,1913-11-13 00:00:00,1922,253.0,1500.0,11512.0,2494.0,,3°38′59″N  76°34′06″O,,"Cumbreño, -a",Wilmar Carvajal González,760510,UTC  -5
470,Córdoba Tetón,Bolívar,Municipio,Colombia,1756-01-01 00:00:00,1908,150.0,25.0,12435.0,3107.0,,9°35′12″N  74°49′38″O,,"Cordobeces, tetoneros",,632020,UTC  -5
471,Pueblo Rico,Risaralda,Municipio,Colombia,1886-12-06 00:00:00,1940,1020.0,1560.0,16450.0,2810.0,,5°13′21″N  76°01′46″O,,"Pueblorriqueño, -a",Leonardo Fabio Siágama Gutiérrez,663011,UTC  -5
472,Nobsa,Boyacá,Municipio,Colombia,1593-01-09 00:00:00,1811,55.39,2593.0,16271.0,6389.0,293.75,5°46′11″N  72°56′24″O,,"Nobsano, -a",Alfredo Hernando Niño Sierra,152280,UTC  -5
473,Toledo,Norte de Santander,Municipio,Colombia,1795-08-19 00:00:00,1886-12-22 00:00:00,1578.0,1642.0,17283.0,4470.0,10.95,7°18′37″N  72°28′59″O,,"Toledano, -a","Víctor Armando Gamboa Velasco ""El Negro Gamboa""",542030,UTC  -5
474,Támesis,Antioquia,Municipio,Colombia,1858-12-25 00:00:00,1864,245.0,1638.0,16281.0,7256.0,57.64,5°39′53″N  75°42′52″O,,Tamesino/a,Juan Martín Vásquez Hincapié,814010,UTC  -5
475,Yotoco,Valle del Cauca,Municipio,Colombia,1622-09-15 00:00:00,1868,873.0,972.0,16019.0,8326.0,49.9,3°51′37″N  76°23′00″O,,Yotocense,Jorge Humberto Tascón Ospina,761040,UTC  -5
476,Tamalameque,Cesar,Municipio,Colombia,1544-09-29 00:00:00,,511.31,50.0,13862.0,5585.0,27.11,8°51′32″N  73°48′50″O,,Tamalamequense,Luis Hernando Lascarro Tafur,204020,UTC  -5
477,Ventaquemada,Boyacá,Municipio,Colombia,,1777-12-17 00:00:00,159.3,2630.0,15442.0,2399.0,97.12,5°21′59″N  73°31′19″O,,Ventaquemense,Nelson Bohórquez Otálora,153640,UTC  -5
478,Anapoima,Cundinamarca,Municipio,Colombia,1627-08-10 00:00:00,,124.2,710.0,14519.0,8718.0,0.12,4°33′01″N  74°32′10″O,,"Anapoimuno, -a",Hugo Alexander Bermúdez Riveros,252640,UTC  -5
479,Caimito,Sucre,Municipio,Colombia,1607-06-24 00:00:00,,407.0,25.0,12077.0,3347.0,29.67,8°47′22″N  75°06′58″O,,"Caimitero, -a",Víctor Miguel Ricardo,704010,UTC  -5
480,San Jerónimo,Antioquia,Municipio,Colombia,1616-02-22 00:00:00,1757,155.0,780.0,15361.0,6704.0,99.1,6°26′30″N  75°43′40″O,,"Jeronimita Sanjeronimeño, -a",Mauricio Andrés Velásquez Serna,51070,UTC  -5
481,Puerto Caicedo,Putumayo,Municipio,Colombia,1921-03-14 00:00:00,1992-11-24 00:00:00,864.4,230.0,23699.0,4692.0,,0°41′06″N  76°36′16″O,,Caicedense,Edgardo Figueroa Ramírez,862080,UTC  -5
482,Castilla la Nueva,Meta,Municipio,Colombia,1905,1961-07-07 00:00:00,507.28,350.0,9612.0,4851.0,19.11,3°49′33″N  73°41′14″O,,"Castellano, -a",Édgar Fernando Amézquita Herrera,507041,UTC  -5
483,Betulia,Antioquia,Municipio,Colombia,1849-09-27 00:00:00,1884-01-28 00:00:00,253.0,1600.0,15607.0,4274.0,68.72,6°06′44″N  75°59′02″O,,"Betuliano, -a Betuliense",Juan Manuel Lema Hurtado,686501,UTC  -5
484,Gamarra,Cesar,Municipio,Colombia,1878-11-03 00:00:00,1929-05-14 00:00:00,320.0,50.0,16644.0,9377.0,,8°19′15″N  73°44′36″O,,Gamarrense,Diomar Claro Márquez,251240,UTC  -5
485,Morroa,Sucre,Municipio,Colombia,1533,1928-10-28 00:00:00,161.0,156.0,14429.0,6612.0,89.62,9°20′01″N  75°18′24″O,,"Morroano, -a",Tonio Francisco Olmos Navas,701070,UTC  -5
486,San Carlos,Antioquia,Municipio,Colombia,1786-08-14 00:00:00,1830,702.0,1000.0,16247.0,7362.0,23.14,6°11′14″N  74°59′32″O,,"Sancarlitano, -a",Mary Luz Quintero Duque,232501,UTC  -5
487,Bolívar,Valle del Cauca,Municipio,Colombia,1567-01-01 00:00:00,1884,780.0,978.0,13474.0,3437.0,,4°20′19″N  76°11′05″O,,Bolivarense,Nodier de Jesus Cardona,761001,UTC  -5
488,Medio Baudó,Chocó,Municipio,Colombia,,1999-04-08 00:00:00,4840.0,37.0,13560.0,621.0,,5°02′59″N  77°03′08″O,,"Mediobaudoseño, -a",Freddy Ramírez,275010,UTC  -5
489,Palestina,Caldas,Municipio,Colombia,1855-10-20 00:00:00,1876,108.7,1630.0,17760.0,6746.0,,5°01′10″N  75°37′24″O,,Palestinense Palestinita,Mauricio Jaramillo Martinez,417060,UTC  -5
490,San Rafael,Antioquia,Municipio,Colombia,1864,1871,362.0,1000.0,15698.0,7891.0,43.36,6°17′42″N  75°01′41″O,,Sanrafaelita,Libardo Ciro Morales,53830,UTC  -5
491,Cañasgordas,Antioquia,Municipio,Colombia,1773-01-01 00:00:00,1823,391.0,1320.0,15523.0,5076.0,39.7,6°44′59″N  76°01′33″O,,Cañagordense,Aicardo Antonio Urrego Usuga,57060,UTC  -5
492,Aquitania,Boyacá,Municipio,Colombia,1777-06-26 00:00:00,,943.0,3031.0,15241.0,6329.0,17.06,5°31′10″N  72°53′01″O,,Aquitanense,Héctor Orlando Barrera Cárdenas,152420,UTC  -5
493,Sopetrán,Antioquia,Municipio,Colombia,1616-02-22 00:00:00,1814,223.0,750.0,15053.0,6522.0,64.81,6°30′06″N  75°44′36″O,,"Sopetranero, -ra Sopetranense",Diego Alejandro Villa Valderrama,51440,UTC  -5
494,Córdoba,Nariño,Municipio,Colombia,1632,1911-05-18 00:00:00,282.0,2867.0,14006.0,2331.0,49.67,0°51′12″N  77°31′04″O,,"Cordobeño, -a",Luis Leandro Jaramillo,632020,UTC  -5
495,Sibundoy,Putumayo,Municipio,Colombia,1535-02-15 00:00:00,1982,93.0,2055.0,14395.0,10533.0,224.92,1°12′12″N  76°55′09″O,,Sibundoyense,Jhon Jairo Andrade,861020,UTC  -5
496,Riofrío,Valle del Cauca,Municipio,Colombia,1567-07-22 00:00:00,1923-04-28 00:00:00,280.0,908.0,14716.0,4869.0,52.56,4°09′22″N  76°17′16″O,,Riofriense,Heriberto Cabal Aguilar,761030,UTC  -5
497,Clemencia,Bolívar,Municipio,Colombia,1708,1994,235.0,68.0,12540.0,10490.0,,10°34′03″N  75°19′33″O,,"Clemenciero, -a",Raul Cabarcas Vasquez,130510,UTC  -5
498,Canalete,Córdoba,Municipio,Colombia,1952,1979-03-02 00:00:00,483.0,25.0,21548.0,4183.0,59.7,8°47′24″N  76°14′28″O,,"Canaletero, -a Canaletense",,235040,UTC  -5
499,Pácora,Caldas,Municipio,Colombia,1831-12-06 00:00:00,1832-10-12 00:00:00,265.9,1819.0,11952.0,5652.0,51.08,5°31′33″N  75°27′32″O,,"Pacoreño, -a",Andrés Duque Osorio,172040,UTC  -5
500,Restrepo,Valle del Cauca,Municipio,Colombia,1913-12-01 00:00:00,1925-04-03 00:00:00,325.0,1400.0,16227.0,9091.0,121.56,3°49′18″N  76°31′22″O,,"Restrepeño, -a",Armando Vélez Vélez,760540,UTC  -5
501,Chachagüí,Nariño,Municipio,Colombia,1574-01-14 00:00:00,1993-02-09 00:00:00,152.0,1950.0,13784.0,7144.0,,1°21′38″N  77°17′00″O,,"Chachagueño, -a",,0,UTC  -5
502,La Apartada,Córdoba,Municipio,Colombia,1957-10-24 00:00:00,1997,270.81,50.0,15204.0,13005.0,,8°03′00″N  75°20′08″O,,Apartadense,Luis Carlos González Jaramillo,233501,UTC  -5
503,Barranco de Loba,Bolívar,Municipio,Colombia,1800-02-04 00:00:00,1931-04-29 00:00:00,416.0,23.0,17768.0,6159.0,42.71,8°56′44″N  74°06′21″O,,"Barranquero, -a",Manuel Esteban Ramos Bayter,133510,UTC  -5
504,San Antonio de Palmito,Sucre,Municipio,Colombia,1776-11-16 00:00:00,,176.0,3.0,13682.0,5345.0,77.74,9°19′56″N  75°32′31″O,,"Palmitero, -a",,735530,UTC  -5
